source_position_id,display_job_id,requisition_id,title,primary_location,all_locations,department,profession,discipline,employment_type,posted_date,canonical_url,found_via_category,found_via_title_search,review_status,review_notes,discovery_methods,captured_at
1970393556982045,200051931,200051931,Senior Product Manager - Reporting & Data Platform,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-21T20:30:35+00:00,https://apply.careers.microsoft.com/careers/job/1970393556982045,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556988146,200053615,200053615,Senior Product Manager - VS Code,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-17T21:12:27+00:00,https://apply.careers.microsoft.com/careers/job/1970393556988146,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager 2""]",2026-09-22T11:10:48.738604+00:00
1970393557001291,200056600,200056600,Senior Product Manager(Substrate Transport and IC3 Message),"China, Jiangsu, Suzhou","[""China, Jiangsu, Suzhou"", ""China, Beijing, Beijing"", ""China, Shanghai, Shanghai""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-21T16:00:00+00:00,https://apply.careers.microsoft.com/careers/job/1970393557001291,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556956249,200046924,200046924,"Senior Product Manager, AI Experiences","United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, New York, New York""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-06T00:57:40+00:00,https://apply.careers.microsoft.com/careers/job/1970393556956249,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556980936,200051300,200051300,"Senior Product Manager, Agent 365 Tools","United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-28T18:28:06+00:00,https://apply.careers.microsoft.com/careers/job/1970393556980936,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556960250,200047891,200047891,"Senior Product Manager, Python and Java Developer Experiences","United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-08-23T19:17:40+00:00,https://apply.careers.microsoft.com/careers/job/1970393556960250,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Technical Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556982730,200052338,200052338,Senior Product Manager- Agentic Security,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-02T19:51:14+00:00,https://apply.careers.microsoft.com/careers/job/1970393556982730,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556985636,200053295,200053295,Senior Product Manager- IDNA,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-09T21:21:09+00:00,https://apply.careers.microsoft.com/careers/job/1970393556985636,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556978354,200050160,200050160,Senior Product Manager- M365 Messaging,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-03T15:31:58+00:00,https://apply.careers.microsoft.com/careers/job/1970393556978354,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Manager II""]",2026-09-22T11:10:48.738604+00:00
1970393556953374,200046422,200046422,Senior Program Manager,"Taiwan, Taipei City, Taipei","[""Taiwan, Taipei City, Taipei""]",Partner Enablement Program Mgmt,"[""Program Management""]","[""Partner Enablement Program Mgmt""]","[""Full-Time""]",2026-09-01T08:17:08+00:00,https://apply.careers.microsoft.com/careers/job/1970393556953374,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393557000016,200056195,200056195,"Senior Program Manager, Partner Developer Relations - Minecraft","United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, Pennsylvania, Philadelphia"", ""United States, California, Los Angeles"", ""United States, New York, New York"", ""United States, Texas, Austin"", ""United States, California, San Francisco""]",Partner Enablement Program Mgmt,"[""Program Management""]","[""Partner Enablement Program Mgmt""]","[""Full-Time""]",2026-09-17T23:52:02+00:00,https://apply.careers.microsoft.com/careers/job/1970393557000016,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556875882,200040584,200040584,Senior Software Engineer,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-06-25T20:14:38+00:00,https://apply.careers.microsoft.com/careers/job/1970393556875882,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556945279,200045542,200045542,Senior Software Engineer,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-08-11T00:13:38+00:00,https://apply.careers.microsoft.com/careers/job/1970393556945279,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556956564,200047092,200047092,Senior Software Engineer,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-01T17:54:45+00:00,https://apply.careers.microsoft.com/careers/job/1970393556956564,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556972729,200049773,200049773,Senior Software Engineer (Windows ML MLIR Platform),"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-18T15:39:20+00:00,https://apply.careers.microsoft.com/careers/job/1970393556972729,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556978114,200050006,200050006,"Senior Software Engineer - AI Experiences, Copilot","United States, California, Mountain View","[""United States, California, Mountain View"", ""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-08-21T16:54:21+00:00,https://apply.careers.microsoft.com/careers/job/1970393556978114,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556971607,200049353,200049353,Senior Software Engineer - Windows 365 Link,"United States, California, San Francisco","[""United States, California, San Francisco"", ""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-08-21T06:06:23+00:00,https://apply.careers.microsoft.com/careers/job/1970393556971607,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556945467,200045639,200045639,"Senior Software Engineer, Ads Platform","United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-07-31T17:47:53+00:00,https://apply.careers.microsoft.com/careers/job/1970393556945467,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556949029,200045902,200045902,"Senior Software Engineer, CoreAI","United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-08-05T21:07:20+00:00,https://apply.careers.microsoft.com/careers/job/1970393556949029,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556929195,200043310,200043310,"Senior Software Engineer, MS Edge Growth","United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-08-14T19:32:39+00:00,https://apply.careers.microsoft.com/careers/job/1970393556929195,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556942087,200044853,200044853,"Senior Software Engineering, Ads Platform","United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-07-23T21:52:15+00:00,https://apply.careers.microsoft.com/careers/job/1970393556942087,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556986887,200053485,200053485,Senior Technical Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-03T16:09:22+00:00,https://apply.careers.microsoft.com/careers/job/1970393556986887,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Technical Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556992018,200054576,200054576,Senior Technical Product Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-14T16:53:48+00:00,https://apply.careers.microsoft.com/careers/job/1970393556992018,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Technical Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556994422,200055107,200055107,Senior Technical Program Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Technical Program Management,"[""Program Management""]","[""Technical Program Management""]","[""Full-Time""]",2026-09-10T22:52:06+00:00,https://apply.careers.microsoft.com/careers/job/1970393556994422,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager"", ""title_search: Technical Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556942026,200044819,200044819,Senior and Principal Product Manager- Windows Client Core Team (Multiple Positions),"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-07-24T01:22:22+00:00,https://apply.careers.microsoft.com/careers/job/1970393556942026,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Product Lead""]",2026-09-22T11:10:48.738604+00:00
1970393556941507,200044665,200044665,Senior/Principal Product Manager-Advertiser Intelligence (Diagnostics & Keywords),"United States, California, Mountain View","[""United States, California, Mountain View"", ""United States, Washington, Redmond"", ""United States, New York, New York""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-10T23:32:33+00:00,https://apply.careers.microsoft.com/careers/job/1970393556941507,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556913319,200041360,200041360,Software Engineer,"India, Karnataka, Bangalore","[""India, Karnataka, Bangalore""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-22T05:15:13+00:00,https://apply.careers.microsoft.com/careers/job/1970393556913319,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556824773,200030145,200030145,Software Engineer - CTJ - Poly,"United States, Virginia, Reston","[""United States, Virginia, Reston"", ""United States, Washington, Redmond"", ""United States, Maryland, Annapolis Junction""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-03-18T21:56:24+00:00,https://apply.careers.microsoft.com/careers/job/1970393556824773,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556956375,200046970,200046970,Software Engineer 2 - Azure Functions,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-18T19:06:02+00:00,https://apply.careers.microsoft.com/careers/job/1970393556956375,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556945414,200045590,200045590,Software Engineer II,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-10T22:03:52+00:00,https://apply.careers.microsoft.com/careers/job/1970393556945414,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556984683,200053056,200053056,Software Engineer II - CTJ - POLY,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, Maryland, Annapolis Junction"", ""United States, Virginia, Reston"", ""United States, Georgia, Atlanta""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-11T17:38:44+00:00,https://apply.careers.microsoft.com/careers/job/1970393556984683,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556999149,200055883,200055883,Software Engineer II - CTJ- POLY,"United States, Virginia, Reston","[""United States, Virginia, Reston"", ""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-18T20:06:13+00:00,https://apply.careers.microsoft.com/careers/job/1970393556999149,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393557001308,200056606,200056606,Software Engineer II - Excel Team,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-19T00:01:26+00:00,https://apply.careers.microsoft.com/careers/job/1970393557001308,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556999153,200055886,200055886,Software Engineer II- CTJ- POLY,"United States, Virginia, Reston","[""United States, Virginia, Reston"", ""United States, Washington, Redmond"", ""United States, Maryland, Annapolis Junction""]",Software Engineering,"[""Software Engineering""]","[""Software Engineering""]","[""Full-Time""]",2026-09-18T18:53:58+00:00,https://apply.careers.microsoft.com/careers/job/1970393556999153,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556977271,200049881,200049881,Sr Supply Chain Channel Manager,"Japan, Tokyo-to, Tokyo","[""Japan, Tokyo-to, Tokyo""]",Channel Management,"[""Supply Chain""]","[""Channel Management""]","[""Full-Time""]",2026-08-24T08:25:23+00:00,https://apply.careers.microsoft.com/careers/job/1970393556977271,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556995364,200055426,200055426,Sr Technical Program Manager,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Technical Program Management,"[""Program Management""]","[""Technical Program Management""]","[""Full-Time""]",2026-09-14T15:50:31+00:00,https://apply.careers.microsoft.com/careers/job/1970393556995364,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556988957,200053839,200053839,Sr. Product Manager- Windows Engineering Systems,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Product Management,"[""Product Management""]","[""Product Management""]","[""Full-Time""]",2026-09-10T22:40:38+00:00,https://apply.careers.microsoft.com/careers/job/1970393556988957,True,True,REVIEW,Source candidate; no PM classification. ,"[""microsoft_product_management_category"", ""microsoft_product_management_discipline"", ""title_search: Product Manager"", ""title_search: Product Management"", ""title_search: Sr. Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556998575,200055745,200055745,Technical Program Management IC5,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, California, Mountain View""]",Technical Program Management,"[""Program Management""]","[""Technical Program Management""]","[""Full-Time""]",2026-09-21T18:38:11+00:00,https://apply.careers.microsoft.com/careers/job/1970393556998575,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
1970393556998483,200055685,200055685,Technical Program Manager II- Windows Customer team,"United States, Washington, Redmond","[""United States, Washington, Redmond""]",Technical Program Management,"[""Program Management""]","[""Technical Program Management""]","[""Full-Time""]",2026-09-22T07:16:47+00:00,https://apply.careers.microsoft.com/careers/job/1970393556998483,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556994709,200055181,200055181,"Technical Program Manager, Strategy & Transformation","United States, Multiple Locations, Multiple Locations","[""United States, Multiple Locations, Multiple Locations""]",Technical Program Management,"[""Program Management""]","[""Technical Program Management""]","[""Full-Time""]",2026-09-19T01:45:28+00:00,https://apply.careers.microsoft.com/careers/job/1970393556994709,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556952676,200046317,200046317,Technical Support Engineer - AI Lead,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, North Dakota, Fargo"", ""United States, Texas, Las Colinas"", ""United States, North Carolina, Charlotte""]",Technical Support Engineering,"[""Technical Support""]","[""Technical Support Engineering""]","[""Full-Time""]",2026-08-06T03:18:31+00:00,https://apply.careers.microsoft.com/careers/job/1970393556952676,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556952703,200046324,200046324,Technical Support Engineer - Tooling Lead,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, North Carolina, Charlotte"", ""United States, North Dakota, Fargo"", ""United States, Texas, Las Colinas""]",Technical Support Engineering,"[""Technical Support""]","[""Technical Support Engineering""]","[""Full-Time""]",2026-08-05T21:11:01+00:00,https://apply.careers.microsoft.com/careers/job/1970393556952703,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Management""]",2026-09-22T11:10:48.738604+00:00
1970393556939647,200044321,200044321,Unified Solutions Group Business Program Manager: ABS Portfolio,"United States, Washington, Redmond","[""United States, Washington, Redmond"", ""United States, Multiple Locations, Multiple Locations""]",Business Program Management,"[""Business Operations""]","[""Business Program Management""]","[""Full-Time""]",2026-07-21T21:20:31+00:00,https://apply.careers.microsoft.com/careers/job/1970393556939647,False,True,REVIEW,Source candidate; no PM classification. Outside Microsoft PM taxonomy; verify relevance. ,"[""title_search: Product Manager""]",2026-09-22T11:10:48.738604+00:00
